"monto"
628000
1162000
3891000
3005000
2716000
2621000
3293000
2794000
866000
2701000
2574000
2627000
3962000
11005000
1759000
2398000
5250000
3831000
3505000
3700000
3968000
2184000
1691000
2542000
2906000
2573000
4e+06
6721000
4647000
2247000
7414000
5029000
3818000
3909000
4001000
3808000
1819000
3931000
2391000
2393000
2655000
4079000
3170000
1685000
4169000
7738000
6172000
3814000
3213000
2923000
985000
1567000
2403000
2737000
2757000
4695000
2584000
1376000
4354000
10641000
5647000
4938000
3869000
2513000
1074000
3463000
2389000
2616000
3201000
4733000
2194000
1153000
4310000
4764000
7648000
5412000
4629000
2500000
2689000
2376000
2200000
1437000
2391000
3620000
2330000
1614000
2576000
3345000
3271000
5942000
9080000
3887000
3044000
3616000
2207000
2945000
2497000
3795000
186000
1146000
2280000
1550000
3224000
4738000
7715000
4115000
2111000
3732000
2382000
2915000
717000
177000
1039000
924000
2262000
3388000
2196000
3340000
10498000
6372000
1070000
2230000
5239000
3724000
4753000
3955000
3014000
919000
4228000
2189000
3020000
3884000
6050000
2521000
1728000
8616000
2449000
3122000
3092000
3635000
1934000
2300000
2321000
1877000
2275000
1791000
4675000
3337000
1102000
3361000
5157000
8223000
5716000
4179000
19000
1745000
3418000
2641000
2617000
2490000
2297000
2371000
777000
2774000
3432000
3708000
8651000
5639000
2188000
1895000
2940000
2276000
2578000
3772000
3699000
2369000
1190000
3243000
3440000
4611000
5428000
11678000
4327000
2439000
4846000
3615000
2802000
3074000
3793000
2271000
1040000
2568000
2617000
2426000
4458000
8611000
6219000
2609000
3956000
3342000
3303000
3126000
3719000
2687000
1270000
2589000
1240000
1962000
3293000
9061000
4385000
2885000
8352000
4711000
2963000
4130000
3806000
2574000
2332000
3028000
1955000
3017000
2388000
7124000
5305000
1621000
9752000
4407000
6622000
3499000
3754000
3092000
846000
3121000
3397000
3007000
2235000
4447000
1474000
1278000
5552000
2627000
4593000
7785000
4643000
4149000
1392000
4207000
2645000
2149000
2594000
4089000
2373000
1052000
2668000
2742000
6871000
9931000
4660000
2166000
1527000
4001000
2449000
1994000
3644000
3161000
1879000
1484000
2904000
2406000
4585000
5939000
7898000
4863000
2139000
5915000
4697000
3279000
2760000
4458000
3064000
1186000
3086000
2020000
3351000
3453000
7980000
0
0
0
3209000
3261000
2979000
2404000
2111000
1096000
2403000
2493000
2385000
2316000
5887000
3673000
1597000
4899000
7981000
5317000
4293000
4764000
1832000
1461000
2404000
2663000
2806000
2441000
3711000
1108000
1570000
5823000
4468000
6612000
3331000
1936000
3671000
1200000
2999000
3912000
3080000
3024000
4270000
3908000
1664000
5202000
4885000
5795000
11279000
9318000
4116000
3469000
4746000
4989000
4952000
3861000
11616000
5617000
3368000
6774000
4404000
5450000
7188000
7240000
3553000
4410000
7174000
5526000
5525000
5533000
8165000
5061000
2672000
1185000
4713000
3395000
3157000
1732000
1833000
1619000
839000
5217000
4248000
4688000
5138000
2580000
1043000
3572000
3259000
2915000
2501000
7011000
3614000
982000
7081000
5964000
4964000
3898000
4946000
2080000
815000
3398000
2257000
2551000
4196000
7464000
3588000
1130000
3484000
4282000
7916000
5939000
6159000
3639000
1466000
4656000
2907000
3984000
3217000
4305000
2634000
1270000
3188000
4721000
4889000
8228000
5974000
3029000
1422000
3769000
3382000
2583000
2463000
4734000
2819000
1388000
2805000
4078000
9066000
7722000
3686000
3640000
1367000
2819000
2754000
3147000
2161000
4947000
1974000
1540000
3478000
5086000
5418000
6439000
6225000
3764000
1791000
2580000
3680000
3061000
3008000
3973000
2738000
633000
2757000
3492000
4860000
4790000
9705000
5056000
2681000
4342000
3773000
2749000
4293000
6724000
3381000
1139000
3262000
6757000
3302000
976000
687000
1461000
1687000
6261000
3440000
3047000
2723000
5004000
4132000
1386000
2971000
2750000
3385000
2333000
9101000
3040000
2081000
8718000
3703000
4744000
2524000
5150000
2915000
1335000
3848000
2704000
2665000
2657000
6093000
2959000
1520000
6884000
4496000
4248000
3093000
4759000
889000
1213000
2543000
1952000
2581000
2885000
5503000
2639000
1006000
5014000
2804000
5051000
8074000
4614000
806000
350000
3414000
3084000
3450000
3846000
4485000
1973000
790000
2778000
2492000
2748000
5509000
9575000
2507000
2001000
4337000
2812000
3057000
2459000
4404000
2570000
1027000
3196000
2549000
3043000
6650000
8533000
5653000
1772000
2860000
2309000
3654000
3263000
3682000
2268000
1257000
2526000
2045000
2647000
2917000
10242000
4227000
2027000
3777000
4086000
2867000
2975000
3879000
1873000
878000
1959000
1799000
665000
2175000
6073000
2645000
661000
3249000
3104000
3024000
1454000
4005000
1758000
728000
1793000
1627000
2284000
1533000
3710000
1489000
697000
4099000
2265000
3275000
3078000
3330000
1566000
1151000
2311000
1424000
1109000
1884000
3003000
1635000
958000
2191000
2086000
2035000
4382000
4932000
2013000
1057000
