"";"fecha";"valor"
"874";"2014-07-23";3824,06
"875";"2014-07-24";4505,224
"876";"2014-07-25";4401,648
"877";"2014-07-26";4377,184
"878";"2014-07-27";2267,12
"879";"2014-07-28";4488,372
"880";"2014-07-29";4627,236
"881";"2014-07-30";4482,036
"882";"2014-07-31";4521,856
"883";"2014-08-01";4448,156
"884";"2014-08-02";4202,68
"885";"2014-08-03";1898,796
"886";"2014-08-04";4351,532
"887";"2014-08-05";4631,9
"888";"2014-08-06";4636,036
"889";"2014-08-07";4543,988
"890";"2014-08-08";4644,572
"891";"2014-08-09";4366,14
"892";"2014-08-10";2409,636
"893";"2014-08-11";2935,48
"894";"2014-08-12";4476,58
"895";"2014-08-13";4587,592
"896";"2014-08-14";4530,216
"897";"2014-08-15";4606,864
"898";"2014-08-16";4525,464
"899";"2014-08-17";3175,72
"900";"2014-08-18";3748,38
"901";"2014-08-19";4662,04
"902";"2014-08-20";4511,34
"903";"2014-08-21";4496,996
"904";"2014-08-22";4604,4
"905";"2014-08-23";4208,224
"906";"2014-08-24";1622,124
"907";"2014-08-25";4509,712
"908";"2014-08-26";4708,196
"909";"2014-08-27";4603,96
"910";"2014-08-28";4606,952
"911";"2014-08-29";4564,756
"912";"2014-08-30";4230,268
"913";"2014-08-31";2510,792
"914";"2014-09-01";4600,132
"915";"2014-09-02";4120,488
"916";"2014-09-03";4644,924
"917";"2014-09-04";4260,672
"918";"2014-09-05";4256,536
"919";"2014-09-06";3873,868
"920";"2014-09-07";1723,28
"921";"2014-09-08";4179,58
"922";"2014-09-09";4335,296
"923";"2014-09-10";4523,88
"924";"2014-09-11";4721,396
"925";"2014-09-12";4582,752
"926";"2014-09-13";4021,796
"927";"2014-09-14";2103,352
"928";"2014-09-15";4701,332
"929";"2014-09-16";4797,78
"930";"2014-09-17";3712,344
"931";"2014-09-18";4486,436
"932";"2014-09-19";4765
"933";"2014-09-20";4614,256
"934";"2014-09-21";2917,704
"935";"2014-09-22";4603,96
"936";"2014-09-23";4632,164
"937";"2014-09-24";4377,844
"938";"2014-09-25";4720,252
"939";"2014-09-26";3953,816
"940";"2014-09-27";1325,916
"941";"2014-09-28";1529,592
"942";"2014-09-29";4408,6
"943";"2014-09-30";4753,648
"944";"2014-10-01";4701,288
"945";"2014-10-02";4633,396
"946";"2014-10-03";4588,956
"947";"2014-10-04";4276,468
"948";"2014-10-05";1946,932
"949";"2014-10-06";4625,652
"950";"2014-10-07";4099,984
"951";"2014-10-08";4525,244
"952";"2014-10-09";4707,448
"953";"2014-10-10";4707,052
"954";"2014-10-11";4669,036
"955";"2014-10-12";3404,256
"956";"2014-10-13";4501,176
"957";"2014-10-14";4784,008
"958";"2014-10-15";4610,516
"959";"2014-10-16";4773,624
"960";"2014-10-17";4767,244
"961";"2014-10-18";4219,576
"962";"2014-10-19";1705,416
"963";"2014-10-20";3340,896
"964";"2014-10-21";4763,9
"965";"2014-10-22";4808,032
"966";"2014-10-23";4695,348
"967";"2014-10-24";4666,968
"968";"2014-10-25";4629,568
"969";"2014-10-26";3083,76
"970";"2014-10-27";4337,76
"971";"2014-10-28";4644,044
"972";"2014-10-29";4523,924
"973";"2014-10-30";4632,736
"974";"2014-10-31";4562,204
"975";"2014-11-01";4633,264
"976";"2014-11-02";2992,592
"977";"2014-11-03";4518,556
"978";"2014-11-04";4521,284
"979";"2014-11-05";4588,384
"980";"2014-11-06";4574,876
"981";"2014-11-07";4500,076
"982";"2014-11-08";4239,684
"983";"2014-11-09";2152,104
"984";"2014-11-10";4362,312
"985";"2014-11-11";4537,08
"986";"2014-11-12";4487,492
"987";"2014-11-13";4638,94
"988";"2014-11-14";4610,384
"989";"2014-11-15";4194,32
"990";"2014-11-16";1727,724
"991";"2014-11-17";3365,58
"992";"2014-11-18";4547,728
"993";"2014-11-19";4545,088
"994";"2014-11-20";3843,948
"995";"2014-11-21";4459,024
"996";"2014-11-22";4466,284
"997";"2014-11-23";2875,992
"998";"2014-11-24";4113,668
"999";"2014-11-25";4678,76
"1000";"2014-11-26";4528,632
"1001";"2014-11-27";4635,904
"1002";"2014-11-28";4658,3
"1003";"2014-11-29";4568,32
"1004";"2014-11-30";4473,456
"1005";"2014-12-01";4246,768
"1006";"2014-12-02";2079,064
"1007";"2014-12-03";4506,72
"1008";"2014-12-04";4693,28
"1009";"2014-12-05";4744,188
"1010";"2014-12-06";4734,86
"1011";"2014-12-07";3492,916
"1012";"2014-12-08";4651,084
"1013";"2014-12-09";4653,856
"1014";"2014-12-10";4569,332
"1015";"2014-12-11";4655,704
"1016";"2014-12-12";4474,468
"1017";"2014-12-13";4436,232
"1018";"2014-12-14";4526,344
"1019";"2014-12-15";4454,14
"1020";"2014-12-16";4404,024
"1021";"2014-12-17";4443,228
"1022";"2014-12-18";4076,884
"1023";"2014-12-19";1938,528
"1024";"2014-12-20";4186,4
"1025";"2014-12-21";4543,284
"1026";"2014-12-22";4651,568
"1027";"2014-12-23";4666,616
"1028";"2014-12-24";4546,628
"1029";"2014-12-25";3958,392
"1030";"2014-12-26";1851,496
"1031";"2014-12-27";1483,348
"1032";"2014-12-28";4543,856
"1033";"2014-12-29";4578,836
"1034";"2014-12-30";4440,368
"1035";"2014-12-31";4491,628
"1036";"2015-01-01";4565,724
"1037";"2015-01-02";4322,888
"1038";"2015-01-03";3952,1
"1039";"2015-01-04";1490,564
"1040";"2015-01-05";4202,328
"1041";"2015-01-06";4430,468
"1042";"2015-01-07";4377,756
"1043";"2015-01-08";4380,924
"1044";"2015-01-09";4366,8
"1045";"2015-01-10";4419,16
"1046";"2015-01-11";3179,988
"1047";"2015-01-12";4317,256
"1048";"2015-01-13";4444,592
"1049";"2015-01-14";4492,42
"1050";"2015-01-15";4544,032
"1051";"2015-01-16";4243,424
"1052";"2015-01-17";4143,236
"1053";"2015-01-18";1828,088
"1054";"2015-01-19";4367,724
"1055";"2015-01-20";4314,792
"1056";"2015-01-21";4373,928
"1057";"2015-01-22";4460,124
"1058";"2015-01-23";4440,896
"1059";"2015-01-24";4293,012
"1060";"2015-01-25";3404,256
"1061";"2015-01-26";4463,16
"1062";"2015-01-27";4547,156
"1063";"2015-01-28";4391,352
"1064";"2015-01-29";4481,244
"1065";"2015-01-30";4478,868
"1066";"2015-01-31";3881,04
"1067";"2015-02-01";1557,136
"1068";"2015-02-02";1427,468
"1069";"2015-02-03";4322,932
"1070";"2015-02-04";4463,732
"1071";"2015-02-05";4537,564
"1072";"2015-02-06";4479,924
"1073";"2015-02-07";4428,268
"1074";"2015-02-08";3495,292
"1075";"2015-02-09";4246,02
"1076";"2015-02-10";4355,932
"1077";"2015-02-11";4434,78
"1078";"2015-02-12";4517,148
"1079";"2015-02-13";4408,6
"1080";"2015-02-14";4426,552
"1081";"2015-02-15";2676,892
"1082";"2015-02-16";4297,28
"1083";"2015-02-17";4367,68
"1084";"2015-02-18";4036,976
"1085";"2015-02-19";4394,432
"1086";"2015-02-20";4505,4
"1087";"2015-02-21";4463,204
"1088";"2015-02-22";3198,38
"1089";"2015-02-23";4465,536
"1090";"2015-02-24";4530,612
"1091";"2015-02-25";4431,26
"1092";"2015-02-26";4587,68
"1093";"2015-02-27";4549,664
"1094";"2015-02-28";4084,232
"1095";"2015-03-01";2378,968
"1096";"2015-03-02";4412,56
"1097";"2015-03-03";4501,044
"1098";"2015-03-04";4444,284
"1099";"2015-03-05";3898,948
"1100";"2015-03-06";3835,764
"1101";"2015-03-07";4201,14
"1102";"2015-03-08";2240,5
"1103";"2015-03-09";4383,476
"1104";"2015-03-10";4434,12
"1105";"2015-03-11";4416,08
"1106";"2015-03-12";4380,088
"1107";"2015-03-13";4303,132
"1108";"2015-03-14";4173,112
"1109";"2015-03-15";2365,284
"1110";"2015-03-16";4345,416
"1111";"2015-03-17";4504,256
"1112";"2015-03-18";4438,168
"1113";"2015-03-19";4366,14
"1114";"2015-03-20";2593,556
"1115";"2015-03-21";1455,716
"1116";"2015-03-22";4471,828
"1117";"2015-03-23";4557,232
"1118";"2015-03-24";4539,236
"1119";"2015-03-25";4452,688
"1120";"2015-03-26";4193,484
"1121";"2015-03-27";4497,128
"1122";"2015-03-28";4179,8
"1123";"2015-03-29";1855,016
"1124";"2015-03-30";4402,044
"1125";"2015-03-31";4508,744
"1126";"2015-04-01";4168,404
"1127";"2015-04-02";4445,516
"1128";"2015-04-03";4640,612
"1129";"2015-04-04";4214,208
"1130";"2015-04-05";1564,968
"1131";"2015-04-06";4567,968
"1132";"2015-04-07";4645,188
"1133";"2015-04-08";4632,78
"1134";"2015-04-09";4503,244
"1135";"2015-04-10";4616,148
"1136";"2015-04-11";4487,008
"1137";"2015-04-12";2161,564
"1138";"2015-04-13";4503,992
"1139";"2015-04-14";4761,348
"1140";"2015-04-15";4778,288
"1141";"2015-04-16";4613,772
"1142";"2015-04-17";4777,892
"1143";"2015-04-18";4671,236
"1144";"2015-04-19";3400,736
"1145";"2015-04-20";4592,344
"1146";"2015-04-21";4749,864
"1147";"2015-04-22";4832,628
"1148";"2015-04-23";4301,812
"1149";"2015-04-24";4720,428
"1150";"2015-04-25";4685,624
"1151";"2015-04-26";3525,872
"1152";"2015-04-27";4359,056
"1153";"2015-04-28";3786,572
"1154";"2015-04-29";4153,576
"1155";"2015-04-30";4278,712
"1156";"2015-05-01";4584,864
"1157";"2015-05-02";4292,044
"1158";"2015-05-03";1782,284
"1159";"2015-05-04";4390,384
"1160";"2015-05-05";4469,452
"1161";"2015-05-06";4567,484
"1162";"2015-05-07";4578,528
"1163";"2015-05-08";4260,672
"1164";"2015-05-09";4247,164
"1165";"2015-05-10";3602,96
"1166";"2015-05-11";4509,184
"1167";"2015-05-12";4610,34
